Instance, Min Distance, Time To Best (ms), Max Time (ms), Cost, Max Cost, Capacity, Min Capacity, LS1, LS2, LS3, Shake Iters, Shake Loops
GKD-c_02_n500_b03_m50_k03,8.4,2085,60000,89371,92929,76146,76089,182682/190221,2268/7539,0/0,5257,522
GKD-c_02_n500_b03_m50_k03,8.4,2336,60000,90333,92929,76090,76089,162540/169443,2250/6903,0/0,4638,460
GKD-c_02_n500_b03_m50_k03,8.4,4906,60000,88279,92929,76136,76089,173774/180942,1926/7168,0/0,5224,519
GKD-c_02_n500_b03_m50_k03,8.4,20561,60000,90744,92929,76112,76089,163758/170982,2394/7224,0/0,4811,476
GKD-c_02_n500_b03_m50_k03,8.4,17820,60000,91590,92929,76109,76089,166228/173256,2098/7028,0/0,4913,486
GKD-c_02_n500_b03_m50_k03,8.4,7534,60000,88164,92929,76094,76089,159078/165664,2158/6586,0/0,4407,435
GKD-c_02_n500_b03_m50_k03,8.4,4097,60000,88390,92929,76191,76089,180996/188352,1843/7356,0/0,5491,545
GKD-c_02_n500_b03_m50_k03,8.4,5489,60000,88869,92929,76157,76089,164917/172111,2414/7194,0/0,4763,472
GKD-c_02_n500_b03_m50_k03,8.4,39618,60000,92525,92929,76165,76089,162411/169678,2462/7267,0/0,4787,476
GKD-c_02_n500_b03_m50_k03,8.4,7504,60000,90304,92929,76145,76089,149120/155679,2172/6559,0/0,4368,433
GKD-c_02_n500_b03_m50_k03,8.3,1296,60000,92267,92929,76127,76089,161668/169105,2691/7437,0/0,4740,471
GKD-c_02_n500_b03_m50_k03,8.4,1415,60000,91593,92929,76104,76089,163444/170637,2311/7193,0/0,4866,484
GKD-c_02_n500_b03_m50_k03,8.4,3091,60000,89371,92929,76146,76089,183896/191445,2236/7549,0/0,5305,529
GKD-c_02_n500_b03_m50_k03,8.4,41756,60000,90918,92929,76114,76089,166927/174078,2044/7151,0/0,5093,506
GKD-c_02_n500_b03_m50_k03,8.4,57617,60000,91278,92929,76160,76089,170191/177202,1741/7011,0/0,5253,521
GKD-c_02_n500_b03_m50_k03,8.4,3346,60000,90137,92929,76183,76089,177271/184359,1887/7088,0/0,5186,513
GKD-c_02_n500_b03_m50_k03,8.3,702,60000,90070,92929,76103,76089,177417/184791,2194/7374,0/0,5166,514
GKD-c_02_n500_b03_m50_k03,8.4,12526,60000,89728,92929,76150,76089,168758/176073,2123/7315,0/0,5177,513
GKD-c_02_n500_b03_m50_k03,8.4,6538,60000,90689,92929,76194,76089,166139/172979,1988/6840,0/0,4834,477
GKD-c_03_n500_b02_m50_k02,9.2,1714,60000,59049,61007,49994,49902,284209/297309,4754/13100,0/0,8332,830
GKD-c_03_n500_b02_m50_k02,9.2,1971,60000,59553,61007,49907,49902,278201/291252,4432/13051,0/0,8610,858
GKD-c_03_n500_b02_m50_k02,9.3,15389,60000,59511,61007,49926,49902,285261/297453,3216/12192,0/0,8961,894
GKD-c_03_n500_b02_m50_k02,9.2,770,60000,60806,61007,49977,49902,276002/288780,4190/12778,0/0,8575,856
GKD-c_03_n500_b02_m50_k02,9.2,3368,60000,58984,61007,49908,49902,278831/291610,3592/12779,0/0,9177,915
GKD-c_03_n500_b02_m50_k02,9.3,11697,60000,59344,61007,49936,49902,276990/288651,3026/11661,0/0,8615,857
GKD-c_03_n500_b02_m50_k02,9.2,532,60000,59434,61007,49973,49902,252512/265331,5229/12819,0/0,7576,755
GKD-c_03_n500_b02_m50_k02,9.3,53144,60000,59742,61007,49921,49902,253650/265782,4722/12132,0/0,7399,737
GKD-c_03_n500_b02_m50_k02,9.3,58761,60000,59977,61007,50003,49902,282857/296210,5181/13353,0/0,8156,812
GKD-c_03_n500_b02_m50_k02,9.2,1555,60000,60552,61007,49941,49902,263300/275595,3723/12295,0/0,8559,854
GKD-c_03_n500_b02_m50_k02,9.2,1904,60000,59989,61007,49956,49902,247338/259630,5228/12292,0/0,7053,704
GKD-c_03_n500_b02_m50_k02,9.2,840,60000,60392,61007,49924,49902,285370/298659,3858/13289,0/0,9417,939
GKD-c_03_n500_b02_m50_k02,9.2,437,60000,59502,61007,49909,49902,294908/307305,3077/12397,0/0,9303,927
GKD-c_03_n500_b02_m50_k02,9.3,14799,60000,59635,61007,50062,49902,272147/284569,4561/12422,0/0,7846,782
GKD-c_03_n500_b02_m50_k02,9.3,9358,60000,59681,61007,49952,49902,278075/290748,4509/12673,0/0,8152,812
GKD-c_03_n500_b02_m50_k02,9.2,1834,60000,60420,61007,49911,49902,276082/287943,3638/11861,0/0,8209,818
GKD-c_03_n500_b02_m50_k02,9.2,2192,60000,58993,61007,49909,49902,273863/285839,3814/11976,0/0,8148,812
GKD-c_03_n500_b02_m50_k02,9.2,2639,60000,60496,61007,49944,49902,262276/273857,4038/11581,0/0,7530,750
GKD-c_03_n500_b02_m50_k02,9.3,51898,60000,60656,61007,49948,49902,296800/309874,3090/13074,0/0,9968,995
GKD-c_03_n500_b02_m50_k02,9.2,502,60000,60949,61007,49922,49902,258618/272243,5581/13625,0/0,8035,801
GKD-c_03_n500_b02_m50_k02,9.3,22777,60000,58728,61007,49998,49902,286609/299335,3889/12726,0/0,8821,878
GKD-c_03_n500_b02_m50_k02,9.3,8872,60000,60078,61007,50044,49902,256139/268919,5260/12780,0/0,7510,749
GKD-c_03_n500_b02_m50_k02,9.3,34724,60000,60591,61007,50050,49902,254507/267304,5303/12797,0/0,7480,745
GKD-c_03_n500_b02_m50_k02,9.2,597,60000,59700,61007,50174,49902,289197/302120,4006/12923,0/0,8907,888
GKD-c_03_n500_b02_m50_k02,9.2,2162,60000,60409,61007,49916,49902,261685/274971,4888/13286,0/0,8386,835
GKD-c_03_n500_b02_m50_k02,9.3,2647,60000,59511,61007,49926,49902,287195/299386,3315/12191,0/0,8865,885
GKD-c_03_n500_b02_m50_k02,9.2,346,60000,59929,61007,49917,49902,267995/279888,4040/11893,0/0,7842,782
GKD-c_03_n500_b02_m50_k02,9.3,15321,60000,59685,61007,50024,49902,286820/299746,4420/12926,0/0,8489,845
GKD-c_03_n500_b02_m50_k02,9.2,1127,60000,60210,61007,49995,49902,270703/283289,4865/12586,0/0,7710,769
GKD-c_03_n500_b02_m50_k02,9.3,34561,60000,60515,61007,50107,49902,285563/298616,4011/13053,0/0,9027,899
GKD-c_03_n500_b02_m50_k03,9.3,44915,60000,60710,91510,50025,49902,292563/304714,3104/12151,0/0,9034,901
GKD-c_03_n500_b02_m50_k03,9.3,12863,60000,60510,91510,49904,49902,315498/328294,2800/12796,0/0,9983,996
GKD-c_03_n500_b02_m50_k03,9.3,4027,60000,59415,91510,49986,49902,290935/303637,4037/12702,0/0,8653,863
GKD-c_03_n500_b02_m50_k03,9.2,772,60000,59816,91510,49944,49902,247893/259395,4494/11502,0/0,6998,697
GKD-c_03_n500_b02_m50_k03,9.3,39492,60000,61252,91510,49912,49902,281712/293453,3514/11741,0/0,8211,816
GKD-c_03_n500_b02_m50_k03,9.3,587,60000,59799,91510,49979,49902,272989/285019,4585/12030,0/0,7437,742
GKD-c_03_n500_b02_m50_k03,9.3,23520,60000,60926,91510,50044,49902,293505/306008,3684/12503,0/0,8805,878
GKD-c_03_n500_b02_m50_k03,9.2,962,60000,62001,91510,49991,49902,302585/315678,4379/13093,0/0,8705,867
GKD-c_03_n500_b02_m50_k03,9.2,346,60000,60242,91510,49902,49902,267644/279288,3243/11644,0/0,8388,837
GKD-c_03_n500_b02_m50_k03,9.2,1057,60000,61127,91510,49906,49902,272853/285247,3915/12394,0/0,8467,844
GKD-c_03_n500_b02_m50_k03,9.4,31492,60000,63124,91510,49948,49902,278218/289798,3086/11580,0/0,8485,846
GKD-c_03_n500_b02_m50_k03,9.2,7018,60000,59582,91510,49943,49902,271923/284149,4122/12226,0/0,8092,806
GKD-c_03_n500_b02_m50_k03,9.3,11344,60000,61679,91510,49957,49902,246010/258145,5370/12135,0/0,6753,673
GKD-c_03_n500_b02_m50_k03,9.3,12503,60000,59511,91510,49926,49902,289577/301433,3039/11856,0/0,8802,877
GKD-c_03_n500_b02_m50_k03,9.3,4577,60000,61209,91510,49911,49902,270977/283227,4383/12250,0/0,7851,783
GKD-c_03_n500_b02_m50_k03,9.2,1106,60000,59401,91510,49920,49902,270699/282552,3739/11853,0/0,8102,807
GKD-c_03_n500_b02_m50_k03,9.2,384,60000,61745,91510,49936,49902,282695/294571,3019/11876,0/0,8850,883
GKD-c_03_n500_b02_m50_k03,9.3,32006,60000,61122,91510,49962,49902,281840/293803,3794/11963,0/0,8157,813
GKD-c_03_n500_b02_m50_k03,9.3,50464,60000,61057,91510,49994,49902,261817/274561,5795/12744,0/0,6938,692
GKD-c_03_n500_b02_m50_k03,9.2,678,60000,60328,91510,49911,49902,292037/304002,2523/11965,0/0,9426,940
GKD-c_03_n500_b02_m50_k03,9.2,1155,60000,61025,91510,49925,49902,286450/298560,2865/12110,0/0,9231,920
GKD-c_03_n500_b02_m50_k03,9.3,26736,60000,60965,91510,49904,49902,272969/284807,3823/11838,0/0,7995,797
GKD-c_03_n500_b02_m50_k03,9.2,263,60000,63345,91510,49938,49902,278843/291098,3984/12255,0/0,8259,824
GKD-c_03_n500_b02_m50_k03,9.3,19181,60000,60770,91510,49986,49902,252797/264166,4303/11369,0/0,7053,703
GKD-c_03_n500_b02_m50_k03,9.3,6317,60000,60376,91510,49926,49902,291372/303647,3485/12275,0/0,8774,873
GKD-c_03_n500_b02_m50_k03,9.3,24523,60000,60770,91510,49986,49902,270157/281816,4067/11659,0/0,7575,754
GKD-c_03_n500_b02_m50_k03,9.2,393,60000,61435,91510,50085,49902,251328/262787,4619/11459,0/0,6828,680
GKD-c_03_n500_b02_m50_k03,9.3,10298,60000,60078,91510,50044,49902,268893/281073,4211/12180,0/0,7960,794
GKD-c_03_n500_b02_m50_k03,9.2,392,60000,60813,91510,49921,49902,319851/332362,2296/12511,0/0,10205,1018
GKD-c_03_n500_b02_m50_k03,9.2,378,60000,61042,91510,49941,49902,292502/304606,3257/12104,0/0,8837,882
GKD-c_03_n500_b03_m50_k02,7.2,47070,60000,60985,61007,74858,74853,65611/77973,5111/12362,0/0,7240,721
GKD-c_03_n500_b03_m50_k02,7.2,54715,60000,60990,61007,74864,74853,53930/66471,4439/12541,0/0,8092,807
GKD-c_03_n500_b03_m50_k02,7.2,3957,60000,60965,61007,74879,74853,56504/68545,4482/12041,0/0,7543,750
GKD-c_03_n500_b03_m50_k02,7.2,3179,60000,61004,61007,74871,74853,54351/66183,3815/11832,0/0,7999,795
GKD-c_03_n500_b03_m50_k02,7.2,5392,60000,60964,61007,74861,74853,52584/64460,3894/11876,0/0,7968,794
GKD-c_03_n500_b03_m50_k02,7.2,18107,60000,60989,61007,74865,74853,54682/66452,5123/11770,0/0,6634,660
GKD-c_03_n500_b03_m50_k02,7.2,36244,60000,60975,61007,74862,74853,54287/66273,4466/11986,0/0,7504,747
GKD-c_03_n500_b03_m50_k02,7.2,3307,60000,60975,61007,74873,74853,66150/79251,5453/13101,0/0,7637,761
GKD-c_03_n500_b03_m50_k02,7.2,43980,60000,60986,61007,74871,74853,67929/79885,5533/11956,0/0,6410,638
GKD-c_03_n500_b03_m50_k02,7.2,1968,60000,61007,61007,74873,74853,53415/65858,3841/12443,0/0,8592,857
GKD-c_03_n500_b03_m50_k02,7.2,48261,60000,60997,61007,74878,74853,67058/79466,5173/12408,0/0,7219,717
GKD-c_03_n500_b03_m50_k02,7.2,10332,60000,60996,61007,74885,74853,62728/74720,4072/11992,0/0,7906,786
GKD-c_03_n500_b03_m50_k02,7.2,4085,60000,60993,61007,74861,74853,63228/75970,5028/12742,0/0,7703,768
GKD-c_03_n500_b03_m50_k02,7.2,13823,60000,60962,61007,74856,74853,54829/67249,4794/12420,0/0,7615,759
GKD-c_03_n500_b03_m50_k02,7.2,10650,60000,61003,61007,74855,74853,54422/66963,5042/12541,0/0,7486,746
GKD-c_03_n500_b03_m50_k02,7.2,16180,60000,60998,61007,74862,74853,51169/63593,4248/12424,0/0,8161,812
GKD-c_03_n500_b03_m50_k02,7.2,8042,60000,61006,61007,74864,74853,56886/69428,4642/12542,0/0,7889,785
GKD-c_03_n500_b03_m50_k02,7.2,3139,60000,60992,61007,74853,74853,52657/64837,2979/12180,0/0,9185,915
GKD-c_03_n500_b03_m50_k02,7.2,36718,60000,60922,61007,74861,74853,65044/77374,5887/12330,0/0,6428,640
GKD-c_03_n500_b03_m50_k02,7.2,21286,60000,60996,61007,74853,74853,61184/74184,5201/13000,0/0,7786,776
GKD-c_03_n500_b03_m50_k02,7.2,5483,60000,61006,61007,74859,74853,51734/63528,3816/11794,0/0,7962,793
GKD-c_03_n500_b03_m50_k02,7.2,4549,60000,60995,61007,74874,74853,55206/67504,3737/12298,0/0,8543,852
GKD-c_03_n500_b03_m50_k02,7.2,16649,60000,60951,61007,74853,74853,60977/73014,5635/12037,0/0,6391,638
GKD-c_03_n500_b03_m50_k02,7.2,11876,60000,61005,61007,74889,74853,50516/62448,4780/11932,0/0,7142,712
GKD-c_03_n500_b03_m50_k02,7.2,11271,60000,60999,61007,74858,74853,62500/74521,4890/12021,0/0,7113,707
GKD-c_03_n500_b03_m50_k02,7.2,1231,60000,61005,61007,74855,74853,53373/65575,4459/12202,0/0,7733,770
GKD-c_03_n500_b03_m50_k02,7.1,429,60000,60963,61007,74900,74853,71111/83847,6737/12736,0/0,5988,595
GKD-c_03_n500_b03_m50_k02,7.1,403,60000,61007,61007,74874,74853,58491/70736,4821/12245,0/0,7415,739
GKD-c_03_n500_b03_m50_k02,7.2,1850,60000,61001,61007,74853,74853,59863/72021,4598/12158,0/0,7545,751
GKD-c_03_n500_b03_m50_k02,7.2,14372,60000,61005,61007,74857,74853,57202/69387,4618/12185,0/0,7552,752
GKD-c_03_n500_b03_m50_k03,8.2,518,60000,91412,91510,74856,74853,147563/154444,2227/6881,0/0,4643,462
GKD-c_03_n500_b03_m50_k03,8.2,1069,60000,91368,91510,74934,74853,140468/147575,2697/7107,0/0,4391,436
GKD-c_03_n500_b03_m50_k03,8.2,678,60000,90791,91510,74867,74853,139499/145660,2003/6161,0/0,4139,411
GKD-c_03_n500_b03_m50_k03,8.2,665,60000,91440,91510,74939,74853,138098/145031,2595/6933,0/0,4318,429
GKD-c_03_n500_b03_m50_k03,8.2,346,60000,88092,91510,74876,74853,132615/138250,1710/5635,0/0,3912,387
GKD-c_03_n500_b03_m50_k03,8.2,348,60000,88583,91510,74919,74853,111829/117245,2309/5416,0/0,3100,309
GKD-c_03_n500_b03_m50_k03,8.2,263,60000,88068,91510,74887,74853,132149/137969,1871/5820,0/0,3938,393
GKD-c_03_n500_b03_m50_k03,8.2,403,60000,86648,91510,74961,74853,130336/135955,1623/5619,0/0,3982,396
GKD-c_03_n500_b03_m50_k03,8.2,252,60000,90287,91510,74955,74853,106518/111916,2335/5398,0/0,3055,304
GKD-c_03_n500_b03_m50_k03,8.2,919,60000,91412,91510,74957,74853,157323/164385,2316/7062,0/0,4732,471
GKD-c_03_n500_b03_m50_k03,8.3,36771,60000,91438,91510,74895,74853,134954/141481,2488/6527,0/0,4024,400
GKD-c_03_n500_b03_m50_k03,8.2,196,60000,91172,91510,74932,74853,147173/154449,2940/7276,0/0,4327,431
GKD-c_03_n500_b03_m50_k03,8.2,514,60000,90933,91510,74958,74853,141176/147350,1987/6174,0/0,4175,414
GKD-c_03_n500_b03_m50_k03,8.2,290,60000,91432,91510,75019,74853,151446/158868,2990/7422,0/0,4414,438
GKD-c_03_n500_b03_m50_k03,8.2,854,60000,89841,91510,75020,74853,152060/158818,2039/6758,0/0,4706,466
GKD-c_03_n500_b03_m50_k03,8.2,555,60000,91389,91510,74912,74853,161499/169024,2710/7525,0/0,4802,476
GKD-c_03_n500_b03_m50_k03,8.2,835,60000,90349,91510,74959,74853,136365/142908,2204/6543,0/0,4323,429
GKD-c_03_n500_b03_m50_k03,8.2,1042,60000,89949,91510,74861,74853,170371/177644,1902/7273,0/0,5352,532
GKD-c_03_n500_b03_m50_k03,8.2,401,60000,89775,91510,74914,74853,161337/168193,1792/6856,0/0,5051,503
GKD-c_03_n500_b03_m50_k03,8.2,1026,60000,91005,91510,74899,74853,148062/154643,1631/6581,0/0,4936,490
GKD-c_03_n500_b03_m50_k03,8.2,856,60000,91475,91510,74915,74853,139610/147177,3435/7567,0/0,4119,410
GKD-c_03_n500_b03_m50_k03,8.2,371,60000,91296,91510,74869,74853,139010/145529,2389/6519,0/0,4120,409
GKD-c_03_n500_b03_m50_k03,8.2,294,60000,91057,91510,74907,74853,109507/114452,1525/4945,0/0,3407,338
GKD-c_03_n500_b03_m50_k03,8.2,1916,60000,90721,91510,74928,74853,145346/152579,3051/7233,0/0,4164,414
GKD-c_03_n500_b03_m50_k03,8.2,854,60000,88014,91510,74877,74853,140590/146722,1900/6132,0/0,4215,419
GKD-c_03_n500_b03_m50_k03,8.2,561,60000,91094,91510,74930,74853,163107/170019,1990/6912,0/0,4907,488
GKD-c_03_n500_b03_m50_k03,8.2,211,60000,89658,91510,74874,74853,168490/175759,2008/7269,0/0,5251,523
GKD-c_03_n500_b03_m50_k03,8.2,993,60000,90601,91510,74870,74853,142690/149716,3031/7026,0/0,3982,393
GKD-c_03_n500_b03_m50_k03,8.2,1102,60000,89159,91510,74986,74853,151317/158025,2287/6708,0/0,4406,437
GKD-c_03_n500_b03_m50_k03,8.2,1114,60000,89185,91510,74886,74853,123448/129009,1698/5561,0/0,3847,380
GKD-c_04_n500_b02_m50_k02,9.2,619,60000,58028,61380,48190,48134,270266/282522,3442/12256,0/0,8802,876
GKD-c_04_n500_b02_m50_k02,9.3,19940,60000,59844,61380,48178,48134,223873/235528,4537/11655,0/0,7100,707
GKD-c_04_n500_b02_m50_k02,9.3,15087,60000,60078,61380,48161,48134,254190/266223,4013/12033,0/0,8008,798
GKD-c_04_n500_b02_m50_k02,9.3,7743,60000,60847,61380,48150,48134,276663/289413,3185/12750,0/0,9549,951
GKD-c_04_n500_b02_m50_k02,9.3,6879,60000,58002,61380,48143,48134,213256/225417,5915/12161,0/0,6234,622
GKD-c_04_n500_b02_m50_k02,9.2,318,60000,59463,61380,48325,48134,253982/266786,4686/12804,0/0,8108,809
GKD-c_04_n500_b02_m50_k02,9.2,263,60000,59013,61380,48199,48134,251268/264144,5424/12876,0/0,7445,743
GKD-c_04_n500_b02_m50_k02,9.2,230,60000,60174,61380,48394,48134,254422/266752,3484/12330,0/0,8832,880
GKD-c_04_n500_b02_m50_k02,9.3,44322,60000,59951,61380,48365,48134,224703/237765,6965/13062,0/0,6091,608
GKD-c_04_n500_b02_m50_k02,9.3,13662,60000,59053,61380,48143,48134,245416/257548,4334/12132,0/0,7784,776
GKD-c_04_n500_b02_m50_k02,9.2,856,60000,59824,61380,48178,48134,218992/231208,5250/12216,0/0,6955,693
GKD-c_04_n500_b02_m50_k02,9.2,408,60000,61132,61380,48200,48134,261413/274230,4071/12817,0/0,8736,871
GKD-c_04_n500_b02_m50_k02,9.2,452,60000,60747,61380,48269,48134,235341/247429,4904/12088,0/0,7174,715
GKD-c_04_n500_b02_m50_k02,9.3,15764,60000,59604,61380,48173,48134,257231/269931,4995/12700,0/0,7696,767
GKD-c_04_n500_b02_m50_k02,9.2,200,60000,60183,61380,48216,48134,275577/287713,2068/12136,0/0,10056,1003
GKD-c_04_n500_b02_m50_k02,9.3,28139,60000,60834,61380,48152,48134,275282/288348,3864/13066,0/0,9191,917
GKD-c_04_n500_b02_m50_k02,9.3,29588,60000,60127,61380,48138,48134,226355/238540,5385/12185,0/0,6795,679
GKD-c_04_n500_b02_m50_k02,9.2,374,60000,59322,61380,48196,48134,267338/279470,3344/12132,0/0,8775,875
GKD-c_04_n500_b02_m50_k02,9.3,18664,60000,59816,61380,48137,48134,247239/259786,4499/12547,0/0,8034,801
GKD-c_04_n500_b02_m50_k02,9.2,238,60000,59968,61380,48189,48134,269746/282483,3494/12737,0/0,9232,921
GKD-c_04_n500_b02_m50_k02,9.3,1764,60000,61136,61380,48253,48134,252951/265613,4895/12662,0/0,7761,774
GKD-c_04_n500_b02_m50_k02,9.2,290,60000,59845,61380,48171,48134,234694/246364,4529/11670,0/0,7128,710
GKD-c_04_n500_b02_m50_k02,9.2,299,60000,58764,61380,48299,48134,212029/223458,5292/11429,0/0,6124,608
GKD-c_04_n500_b02_m50_k02,9.2,176,60000,60192,61380,48230,48134,265993/278707,3661/12714,0/0,9043,902
GKD-c_04_n500_b02_m50_k02,9.2,488,60000,60900,61380,48312,48134,278335/292106,4170/13771,0/0,9589,957
GKD-c_04_n500_b02_m50_k02,9.3,25362,60000,58880,61380,48255,48134,196791/208270,6257/11479,0/0,5213,520
GKD-c_04_n500_b02_m50_k02,9.2,451,60000,59980,61380,48253,48134,294073/307120,2797/13047,0/0,10241,1021
GKD-c_04_n500_b02_m50_k02,9.3,14697,60000,61257,61380,48140,48134,275928/289008,4141/13080,0/0,8925,890
GKD-c_04_n500_b02_m50_k02,9.3,9044,60000,60155,61380,48179,48134,210568/222376,5156/11808,0/0,6641,661
GKD-c_04_n500_b02_m50_k02,9.3,25128,60000,60092,61380,48139,48134,225515/237513,4791/11998,0/0,7194,717
GKD-c_04_n500_b02_m50_k03,9.3,6713,60000,60155,92070,48179,48134,233190/245133,4723/11943,0/0,7206,718
GKD-c_04_n500_b02_m50_k03,9.2,702,60000,59314,92070,48195,48134,257481/269496,3660/12015,0/0,8342,832
GKD-c_04_n500_b02_m50_k03,9.3,4869,60000,61805,92070,48243,48134,269135/281098,3372/11963,0/0,8583,856
GKD-c_04_n500_b02_m50_k03,9.3,6193,60000,62136,92070,48143,48134,237866/249685,4809/11819,0/0,6993,694
GKD-c_04_n500_b02_m50_k03,9.3,44489,60000,61814,92070,48252,48134,286808/299235,2565/12427,0/0,9848,982
GKD-c_04_n500_b02_m50_k03,9.3,3043,60000,59856,92070,48140,48134,194769/206176,6345/11407,0/0,5048,503
GKD-c_04_n500_b02_m50_k03,9.2,413,60000,59488,92070,48164,48134,252282/265621,5355/13339,0/0,7972,795
GKD-c_04_n500_b02_m50_k03,9.2,509,60000,60223,92070,48256,48134,250538/262714,4687/12176,0/0,7477,743
GKD-c_04_n500_b02_m50_k03,9.2,782,60000,59272,92070,48148,48134,260709/272706,3691/11997,0/0,8295,828
GKD-c_04_n500_b02_m50_k03,9.3,23292,60000,60438,92070,48170,48134,269979/282769,4680/12790,0/0,8095,807
GKD-c_04_n500_b02_m50_k03,9.3,6605,60000,60857,92070,48219,48134,217650/229363,5164/11713,0/0,6536,650
GKD-c_04_n500_b02_m50_k03,9.3,11802,60000,60141,92070,48201,48134,248174/259870,4433/11696,0/0,7246,720
GKD-c_04_n500_b02_m50_k03,9.3,10185,60000,60113,92070,48160,48134,259836/272187,4417/12351,0/0,7920,789
GKD-c_04_n500_b02_m50_k03,9.3,18079,60000,59657,92070,48147,48134,205307/215918,4992/10611,0/0,5607,557
GKD-c_04_n500_b02_m50_k03,9.3,1422,60000,59316,92070,48134,48134,212359/224053,5912/11694,0/0,5776,576
GKD-c_04_n500_b02_m50_k03,9.2,378,60000,61533,92070,48314,48134,268132/280350,4270/12218,0/0,7938,792
GKD-c_04_n500_b02_m50_k03,9.2,265,60000,60140,92070,48138,48134,254272/266601,4529/12329,0/0,7791,777
GKD-c_04_n500_b02_m50_k03,9.3,3115,60000,62127,92070,48134,48134,245774/257445,4357/11671,0/0,7299,725
GKD-c_04_n500_b02_m50_k03,9.2,258,60000,60359,92070,48218,48134,279425/291977,2834/12552,0/0,9711,969
GKD-c_04_n500_b02_m50_k03,9.3,4634,60000,59171,92070,48135,48134,267214/279065,4107/11851,0/0,7734,771
GKD-c_04_n500_b02_m50_k03,9.3,1207,60000,61814,92070,48252,48134,264871/276789,3312/11918,0/0,8592,856
GKD-c_04_n500_b02_m50_k03,9.2,520,60000,57478,92070,48192,48134,252633/265300,4864/12667,0/0,7790,776
GKD-c_04_n500_b02_m50_k03,9.3,7969,60000,58846,92070,48189,48134,207467/218883,5900/11416,0/0,5509,549
GKD-c_04_n500_b02_m50_k03,9.2,350,60000,62891,92070,48155,48134,278318/290595,3177/12277,0/0,9089,907
GKD-c_04_n500_b02_m50_k03,9.3,24248,60000,59773,92070,48228,48134,257766/269663,3858/11897,0/0,8033,802
GKD-c_04_n500_b02_m50_k03,9.3,3892,60000,60715,92070,48145,48134,219575/230944,4732/11369,0/0,6625,658
GKD-c_04_n500_b02_m50_k03,9.3,6776,60000,62136,92070,48143,48134,263910/276062,4032/12152,0/0,8103,808
GKD-c_04_n500_b02_m50_k03,9.2,170,60000,61082,92070,48331,48134,249515/263062,6221/13547,0/0,7319,730
GKD-c_04_n500_b02_m50_k03,9.3,56359,60000,60098,92070,48193,48134,249727/261890,4301/12163,0/0,7851,782
GKD-c_04_n500_b02_m50_k03,9.2,289,60000,60733,92070,48154,48134,269345/282304,3524/12959,0/0,9423,939
GKD-c_04_n500_b03_m50_k02,7.1,1127,60000,61369.2,61380,72212,72202,60716/74093,5845/13377,0/0,7525,750
GKD-c_04_n500_b03_m50_k02,7.1,207,60000,61366.2,61380,72217,72202,55629/68474,6616/12845,0/0,6220,620
GKD-c_04_n500_b03_m50_k02,7.1,1497,60000,61365,61380,72222,72202,55119/68230,6506/13111,0/0,6592,655
GKD-c_04_n500_b03_m50_k02,7.1,663,60000,61351.2,61380,72216,72202,52001/65703,6824/13702,0/0,6866,683
GKD-c_04_n500_b03_m50_k02,7.1,797,60000,61368.2,61380,72202,72202,53123/65073,5684/11950,0/0,6254,622
GKD-c_04_n500_b03_m50_k02,7.1,2737,60000,61363.2,61380,72210,72202,59326/72428,5912/13102,0/0,7177,714
GKD-c_04_n500_b03_m50_k02,7.1,311,60000,61281.2,61380,72218,72202,56889/69954,6339/13065,0/0,6715,668
GKD-c_04_n500_b03_m50_k02,7.1,427,60000,61378.2,61380,72205,72202,53235/66843,5813/13608,0/0,7783,774
GKD-c_04_n500_b03_m50_k02,7.1,1729,60000,61357.2,61380,72208,72202,53814/65726,4667/11912,0/0,7232,719
GKD-c_04_n500_b03_m50_k02,7.1,348,60000,61350.2,61380,72228,72202,56367/69982,6729/13615,0/0,6874,685
GKD-c_04_n500_b03_m50_k02,7.1,862,60000,61361.2,61380,72206,72202,58902/70895,5024/11993,0/0,6958,694
GKD-c_04_n500_b03_m50_k02,7.1,658,60000,61333.2,61380,72254,72202,59555/72173,5654/12618,0/0,6952,692
GKD-c_04_n500_b03_m50_k02,7.1,358,60000,61372.2,61380,72218,72202,50611/61583,5016/10972,0/0,5945,591
GKD-c_04_n500_b03_m50_k02,7.1,793,60000,61362.2,61380,72229,72202,58495/70480,4994/11985,0/0,6981,694
GKD-c_04_n500_b03_m50_k02,7.1,540,60000,61371.2,61380,72209,72202,52566/65492,5835/12926,0/0,7079,704
GKD-c_04_n500_b03_m50_k02,7.1,245,60000,61375.2,61380,72203,72202,57345/70983,5788/13638,0/0,7841,783
GKD-c_04_n500_b03_m50_k02,7.1,609,60000,61369.2,61380,72227,72202,55611/67672,5678/12061,0/0,6371,633
GKD-c_04_n500_b03_m50_k02,7.1,348,60000,61373.2,61380,72214,72202,58234/70055,5107/11821,0/0,6702,667
GKD-c_04_n500_b03_m50_k02,7.1,3017,60000,61362.2,61380,72209,72202,57523/70402,5375/12879,0/0,7491,747
